name,embedding
maximiliano meza,"[-0.1408831626176834, 0.12225188314914703, 0.03357907384634018, 0.01461702585220337, -0.1135307252407074, -0.008458947762846947, -0.09803584963083267, -0.1284068375825882, 0.19269590079784393, -0.09948178380727768, 0.2647431194782257, 0.10093707591295242, -0.17610524594783783, -0.07151272892951965, -0.0178227499127388, 0.10813244432210922, -0.19889789819717407, -0.0712660625576973, -0.024276770651340485, -0.03671271353960037, 0.05101626738905907, 0.0012411052593961358, 0.0789111778140068, 0.03528153896331787, -0.17095088958740234, -0.2995564043521881, -0.046081285923719406, -0.11274366080760956, 0.07647308707237244, -0.17135997116565704, -0.017224248498678207, -0.06804310530424118, -0.1684274524450302, -0.010573429986834526, -0.05974990129470825, 0.06263014674186707, -0.020275983959436417, -0.033864524215459824, 0.2016090750694275, -0.03787759691476822, -0.2087503969669342, 0.025592196732759476, -0.09687764942646027, 0.24695433676242828, 0.18734510242938995, -0.031201595440506935, 0.06988685578107834, -0.1478283703327179, 0.07636141777038574, -0.22649800777435303, 0.11861881613731384, 0.13331416249275208, 0.014553343877196312, -0.02430552802979946, 0.016893237829208374, -0.10903514176607132, -0.05080702155828476, 0.20613594353199005, -0.13611167669296265, 0.09651131182909012, 0.12707826495170593, -0.012614917010068893, -0.01694156788289547, 0.034056879580020905, 0.20160678029060364, 0.13704518973827362, -0.10816387832164764, -0.11077164113521576, 0.1362052708864212, -0.12349140644073486, -0.05700932815670967, 0.06469179689884186, -0.05646948888897896, -0.27472665905952454, -0.2235557734966278, 0.04567558318376541, 0.4685940444469452, 0.14992943406105042, -0.2538311183452606, 0.014465262182056904, -0.17556194961071014, -0.018893953412771225, 0.1704404503107071, 0.06708170473575592, -0.0030163731426000595, -0.04908913001418114, -0.1476842612028122, 0.05470513179898262, 0.23144087195396423, 0.017439134418964386, -0.01598464325070381, 0.2443014681339264, 0.07864674925804138, -0.028633924201130867, 0.05587933957576752, 0.09246404469013214, -0.08702840656042099, 0.018540050834417343, -0.10792474448680878, -0.07637841999530792, 0.0681578740477562, -0.0512336865067482, -0.006206633523106575, 0.10135138779878616, -0.18398533761501312, 0.23903264105319977, 0.06065335497260094, -0.0034108413383364677, 0.10117761790752411, 0.017039485275745392, -0.04757234826683998, -0.057827070355415344, 0.17474853992462158, -0.24926798045635223, 0.25217610597610474, 0.15292957425117493, 0.06506466865539551, 0.218071848154068, 0.04322696849703789, 0.11345093697309494, 0.004125672392547131, -0.04951188713312149, -0.14360958337783813, -0.028156427666544914, -0.01729489117860794, -0.03666175529360771, 0.10224459320306778, 0.03937369957566261]"
mercado,"[-0.17841848731040955, 0.1785944551229477, 0.06769639998674393, -0.08907563984394073, -0.07211025059223175, -0.027843283489346504, -0.022775428369641304, -0.012506343424320221, 0.12079523503780365, -0.02682879939675331, 0.2094334214925766, -0.012833134271204472, -0.25379374623298645, -0.08094266802072525, -0.04754713550209999, 0.06956292688846588, -0.1438577026128769, -0.1550707221031189, -0.05211746692657471, -0.09527856111526489, 0.15174658596515656, 0.02791667729616165, -0.0339050255715847, 0.01690041460096836, -0.22709503769874573, -0.2897283136844635, -0.05417241156101227, -0.16143232583999634, -0.08714250475168228, -0.1545466184616089, 0.08163827657699585, -0.0619540773332119, -0.1908232420682907, -0.02015160769224167, -0.030100613832473755, 0.1292867362499237, -0.006420943886041641, -0.08060123026371002, 0.18105551600456238, -0.07049186527729034, -0.09324773401021957, 0.022977489978075027, -0.004029259085655212, 0.2710295021533966, 0.06300532072782516, -0.02703407034277916, 0.06882381439208984, -0.051030710339546204, 0.11832308769226074, -0.20594799518585205, 0.07684312760829926, 0.15217256546020508, 0.08016686886548996, 0.06831985712051392, 0.08081378787755966, -0.1429966688156128, 0.053372740745544434, 0.14493735134601593, -0.23750753700733185, -0.01469755731523037, -0.0021735122427344322, -0.022799750789999962, -0.05531812459230423, -0.06048201397061348, 0.23492732644081116, 0.10745371133089066, -0.12270000576972961, -0.13106057047843933, 0.1439296007156372, -0.09046479314565659, -0.023175332695245743, 0.06407453864812851, -0.09749551117420197, -0.15022511780261993, -0.2078702747821808, 0.12810686230659485, 0.3924381136894226, 0.0786074846982956, -0.18166372179985046, 0.08023538440465927, -0.17728684842586517, -0.025486499071121216, -0.016778139397501945, -0.046009279787540436, -0.11814068257808685, 0.11356610804796219, -0.14112618565559387, 0.1316651999950409, 0.19294176995754242, -0.017635107040405273, -0.027290673926472664, 0.17057843506336212, 0.04319126904010773, -0.006061438471078873, 0.09231486171483994, -0.014756769873201847, -0.10329098999500275, 0.014880971051752567, -0.033573947846889496, 0.06471750885248184, 0.1010323017835617, -0.1675472855567932, -0.06641265749931335, 0.0629994198679924, -0.19931037724018097, 0.11340337246656418, 0.010486850515007973, -0.05793086066842079, -0.11431887000799179, -0.0065796757116913795, -0.15241844952106476, -0.009578588418662548, 0.17859157919883728, -0.3193499743938446, 0.21167632937431335, 0.127189040184021, -0.010556714609265327, 0.20009642839431763, 0.07899122685194016, 0.030648892745375633, -0.01706218719482422, -0.03699488192796707, -0.16531291604042053, -0.0698464885354042, 0.09961560368537903, 0.04136975109577179, 0.08668775856494904, 0.05108229070901871]"
Miranda,"[-0.15177756547927856, 0.07922982424497604, 0.06261903792619705, 0.046409767121076584, -0.05429328605532646, -0.020329240709543228, -0.04117060452699661, -0.08026693761348724, 0.08240893483161926, 0.007942093536257744, 0.30168285965919495, 0.008580110035836697, -0.23465721309185028, -0.11790859699249268, -0.04631216824054718, 0.11950308829545975, -0.1253460794687271, -0.12261830270290375, -0.07169553637504578, -0.1286538988351822, 0.023198580369353294, -0.018332205712795258, 0.021315088495612144, 0.025689929723739624, -0.04627338796854019, -0.2655166685581207, -0.04611584171652794, -0.1998451203107834, 0.07563048601150513, -0.11040184646844864, 0.01836286671459675, 0.025166284292936325, -0.17655442655086517, -0.019217045977711678, -0.0014920439571142197, -0.0015607699751853943, 0.09297867864370346, 0.03776527941226959, 0.1902865320444107, -0.04155251756310463, -0.11705169081687927, 0.048342231661081314, -0.031233251094818115, 0.2510458827018738, 0.12057334929704666, -0.0008433281909674406, 0.061355531215667725, -0.0251457579433918, 0.02394106797873974, -0.17749135196208954, 0.04226410388946533, 0.1550833284854889, 0.1467827558517456, 0.012008625082671642, 0.00829987321048975, -0.1933518350124359, -0.11136890947818756, 0.09357121586799622, -0.14151085913181305, 0.13884025812149048, -0.02001667395234108, -0.04781182110309601, -0.10094292461872101, -0.08706600219011307, 0.2229948341846466, 0.15615732967853546, -0.12552660703659058, -0.17797912657260895, 0.22148855030536652, -0.11492171138525009, -0.04996953904628754, 0.0941879153251648, -0.14019730687141418, -0.1195896565914154, -0.20593805611133575, 0.053973712027072906, 0.4070640802383423, 0.037388380616903305, -0.2695891559123993, 0.032844070345163345, -0.18505021929740906, -0.007837842218577862, -0.05351956561207771, 0.037624478340148926, -0.036900509148836136, 0.04971950128674507, -0.06705468893051147, -0.026812896132469177, 0.1537165641784668, -0.01192720141261816, -0.03608981519937515, 0.19650354981422424, -0.027543339878320694, 0.0181600172072649, 0.04267144948244095, 0.02951655350625515, 0.019660985097289085, -0.0847427174448967, -0.08126167953014374, -0.061058394610881805, -0.06287755072116852, -0.15288104116916656, -0.010476566851139069, 0.007213085889816284, -0.17209184169769287, 0.09382946789264679, 0.010864416137337685, 0.0432896763086319, -0.05509861558675766, 0.12623357772827148, 0.004650989547371864, 0.007854362949728966, 0.20005792379379272, -0.2925164997577667, 0.31694966554641724, 0.19724665582180023, 0.04485148563981056, 0.13574768602848053, 0.0034918696619570255, 0.10021158307790756, -0.015241543762385845, -0.044361412525177, -0.09319658577442169, -0.11561072617769241, -0.03666498512029648, -0.04472016915678978, -0.024823900312185287, 0.07820003479719162]"
Neymar,"[-0.12346184253692627, 0.15948761999607086, 0.028853140771389008, 0.01931474730372429, -0.14430248737335205, 0.006282174028456211, -0.04676049202680588, -0.08799724280834198, 0.17549963295459747, 0.014579283073544502, 0.1423853486776352, 0.05994243919849396, -0.26607218384742737, -0.00453608762472868, -0.04741661995649338, 0.07385957986116409, -0.17911052703857422, -0.16624176502227783, -0.011283766478300095, -0.05205118656158447, 0.021567467600107193, -0.006761855445802212, 7.440510671585798e-05, 0.04813581332564354, -0.08083890378475189, -0.40555429458618164, -0.020090671256184578, -0.10286456346511841, 0.02676207572221756, -0.12415294349193573, 0.08516285568475723, 0.04195685684680939, -0.17479513585567474, 0.00391928106546402, -0.01169533096253872, 0.03100636973977089, -0.024013129994273186, -0.059312812983989716, 0.2051076889038086, 0.012078209780156612, -0.16875755786895752, 0.024829691275954247, -0.07904929667711258, 0.2812235355377197, 0.07556156814098358, 0.04308954253792763, 0.11347031593322754, -0.13537374138832092, 0.08790690451860428, -0.16347746551036835, 0.08212104439735413, 0.24371618032455444, 0.06577427685260773, -0.001088157296180725, -0.04081302136182785, -0.2246105968952179, 0.005959171801805496, 0.08862463384866714, -0.2298942506313324, 0.08430968225002289, 0.10284896194934845, -0.04144030064344406, -0.04696323722600937, -0.02174404449760914, 0.2565419673919678, 0.10180676728487015, -0.11986464262008667, -0.1030326709151268, 0.18222449719905853, -0.10181860625743866, -0.03594847023487091, 0.012722842395305634, -0.12430788576602936, -0.23805633187294006, -0.21843263506889343, 0.11514656990766525, 0.452730655670166, 0.13521331548690796, -0.20791825652122498, 0.0026421211659908295, -0.19218534231185913, 0.05674031376838684, 0.05287077650427818, 0.1129840612411499, -0.1303122490644455, -0.04712340235710144, -0.12626542150974274, 0.02116365358233452, 0.15217243134975433, 0.07337377965450287, -0.12418273836374283, 0.1690569519996643, 0.08408702164888382, 0.013918309472501278, 0.03607086092233658, 0.049639537930488586, -0.0944441631436348, -0.008492158725857735, -0.09910440444946289, -0.05822324752807617, 0.011191642843186855, -0.04591229557991028, -0.016091756522655487, 0.12401902675628662, -0.1613190472126007, 0.1803760826587677, 0.047873277217149734, -0.011945686303079128, 0.009034193120896816, 0.06575839221477509, -0.07417817413806915, -0.0954388678073883, 0.1407613307237625, -0.2982497811317444, 0.26624616980552673, 0.1628415733575821, 0.10465805232524872, 0.24088487029075623, 0.042705073952674866, 0.10020455718040466, -0.0018624141812324524, -0.06845255196094513, -0.13882946968078613, -0.06297510862350464, 0.047120317816734314, 0.03324054181575775, 0.05004202574491501, 0.053874850273132324]"
nicolas otamendi,"[-0.195564404129982, 0.1490173190832138, 0.031046386808156967, -0.07987114042043686, -0.08350854367017746, 0.07420045137405396, 0.03137589991092682, -0.0072210789658129215, 0.17871083319187164, -0.009442378766834736, 0.21211838722229004, 0.011087790131568909, -0.28275221586227417, -0.002391239395365119, -0.045582521706819534, 0.17051471769809723, -0.16985125839710236, -0.05247487872838974, -0.12338049709796906, -0.07010750472545624, 0.07746772468090057, 0.041358184069395065, -0.05535707622766495, 0.03814106062054634, -0.10337294638156891, -0.2722557485103607, 0.01784774661064148, -0.11842402815818787, -0.025478964671492577, -0.13133229315280914, -0.007173157297074795, -0.04290442168712616, -0.13114742934703827, -0.05684814602136612, 0.007961997762322426, 0.10276594758033752, -0.0914105474948883, -0.07143332064151764, 0.16416095197200775, -0.014524184167385101, -0.13819853961467743, 0.09331224113702774, 0.03260806202888489, 0.32525017857551575, 0.1506413370370865, -0.009185665287077427, 0.007695421576499939, -0.07078803330659866, 0.1767612099647522, -0.31319957971572876, 0.10985428839921951, 0.11630179733037949, 0.15226593613624573, 0.11417067050933838, 0.07226145267486572, -0.17121370136737823, -0.01691674068570137, 0.1916007548570633, -0.16546794772148132, 0.0642513558268547, 0.09496395289897919, -0.04201941192150116, 0.003848426975309849, -0.14271488785743713, 0.2191888839006424, 0.13972575962543488, -0.17386192083358765, -0.08287885040044785, 0.09258180111646652, -0.06012941151857376, -0.048738569021224976, -0.04860013350844383, -0.14838866889476776, -0.17250752449035645, -0.27892500162124634, 0.15745221078395844, 0.2969127297401428, 0.14768743515014648, -0.1652461588382721, -0.03236745670437813, -0.1428465098142624, 0.07556631416082382, -0.010949334129691124, 0.027230169624090195, -0.07983632385730743, -0.05718686431646347, -0.011208140291273594, 0.010725901462137699, 0.17700667679309845, -0.03365573659539223, -0.01624509133398533, 0.22280725836753845, 0.029508719220757484, -0.06358139961957932, -0.024956077337265015, -0.005691363476216793, -0.09638611972332001, -0.03367503732442856, -0.08145932108163834, 0.04701115936040878, -0.04218361899256706, -0.19877003133296967, 0.04549113288521767, 0.10415036976337433, -0.29056310653686523, 0.13950246572494507, 0.003233150579035282, 0.043875567615032196, 0.04291531443595886, 0.05476897954940796, -0.12771451473236084, -0.010359670035541058, 0.17512330412864685, -0.2587020993232727, 0.30144938826560974, 0.20542258024215698, 0.09391987323760986, 0.140599325299263, 0.07562434673309326, 0.05810306593775749, 0.002648785710334778, 0.0696842297911644, -0.13178832828998566, -0.04448488727211952, 0.10244329273700714, 0.0310819149017334, -0.00202778447419405, 0.08835155516862869]"
Paulinho,"[-0.17103147506713867, 0.17224803566932678, 0.057159192860126495, -0.043895184993743896, -0.0204929206520319, -0.03710094094276428, -0.04956985265016556, -0.11787139624357224, 0.2451557219028473, -0.09397485852241516, 0.33741751313209534, 0.05641082674264908, -0.22474701702594757, -0.04545575752854347, -0.02795068733394146, 0.1131233423948288, -0.13729384541511536, -0.13637565076351166, -0.14366142451763153, -0.07269047200679779, 0.06764747947454453, -0.05266706645488739, 0.00437447614967823, 0.07322961091995239, -0.07509184628725052, -0.2898373305797577, -0.04577521234750748, -0.08041642606258392, 0.07730353623628616, -0.14753679931163788, -0.01747593656182289, -0.04218607023358345, -0.22417932748794556, -0.11065133661031723, -0.09560796618461609, -0.019099019467830658, -0.05207713320851326, -0.06894821673631668, 0.2300313264131546, -0.006733577698469162, -0.16681435704231262, 0.011303828097879887, -0.0747954249382019, 0.26335445046424866, 0.15254031121730804, 0.04352439194917679, 0.030796047300100327, -0.04379413276910782, 0.06377426534891129, -0.24324889481067657, 0.04725927487015724, 0.1776421219110489, 0.14166085422039032, 0.03819594904780388, 0.044063158333301544, -0.17787033319473267, -0.00841671321541071, 0.061349399387836456, -0.12696950137615204, 0.08055507391691208, 0.12445332109928131, -0.09575269371271133, -0.017298443242907524, -0.09420011192560196, 0.22498196363449097, 0.1202443540096283, -0.10083568841218948, -0.06148442625999451, 0.15160143375396729, -0.032725170254707336, -0.011564645916223526, 0.07914014160633087, -0.1273292452096939, -0.20413418114185333, -0.23962083458900452, 0.07226122170686722, 0.41441115736961365, 0.16277244687080383, -0.15908002853393555, -0.03857007995247841, -0.1952400505542755, 0.02989010140299797, 0.003085675183683634, -0.06595288962125778, -0.11950239539146423, -0.03511740267276764, -0.1285591572523117, 0.039753399789333344, 0.1910674124956131, 0.07537877559661865, -0.0933094173669815, 0.20023712515830994, -0.007163194939494133, -0.02244582772254944, 0.003318600822240114, 0.05866507813334465, -0.07422254979610443, -0.03401634842157364, -0.07963521033525467, 0.02561924234032631, 0.022403810173273087, -0.0888405293226242, -0.005807158071547747, 0.07131490856409073, -0.15301069617271423, 0.12047705799341202, 0.017069654539227486, 0.0628909021615982, -0.011130409315228462, 0.12264330685138702, -0.1510225087404251, -0.037445127964019775, 0.13462568819522858, -0.1999993920326233, 0.25622132420539856, 0.17764946818351746, 0.0965702012181282, 0.11512646824121475, 0.07935440540313721, 0.06567078083753586, -0.062386635690927505, -0.013415425084531307, -0.1344764232635498, -0.1291092336177826, 0.038605570793151855, 0.01197805255651474, 0.15203233063220978, 0.08142054080963135]"
paulo dybala,"[-0.10032977163791656, 0.05172988772392273, 0.01197102852165699, -0.02074187435209751, -0.1685100644826889, 0.037335772067308426, 0.02043774351477623, -0.04700136184692383, 0.13289955258369446, -0.0668003112077713, 0.14177966117858887, 0.009484570473432541, -0.23827700316905975, 0.030830344185233116, -0.08289991319179535, 0.03561718016862869, -0.159448504447937, -0.12996038794517517, -0.0668984204530716, -0.11236357688903809, 0.063994400203228, 0.030469335615634918, -0.040957458317279816, 0.08482812345027924, -0.16426004469394684, -0.19270198047161102, -0.003293348476290703, -0.10384738445281982, 0.05080323666334152, -0.14923496544361115, 0.01676301285624504, 0.02977304905653, -0.23435528576374054, -0.03909847140312195, -0.06533419340848923, 0.046673521399497986, -0.035685040056705475, -0.07463516294956207, 0.19992446899414062, 0.016815952956676483, -0.14255091547966003, 0.06120096147060394, -0.022852417081594467, 0.3160322904586792, 0.1960676908493042, 0.03171635791659355, -0.02398664876818657, -0.1392677277326584, 0.19315437972545624, -0.3017224669456482, 0.08030453324317932, 0.1690424233675003, 0.04854002222418785, 0.019733484834432602, -0.006605910137295723, -0.157547727227211, 0.03737468644976616, 0.10102485865354538, -0.2130235880613327, 0.13079090416431427, 0.029560793191194534, -0.07987555861473083, 0.03005044162273407, -0.06254348158836365, 0.21686019003391266, 0.05422301962971687, -0.052636925131082535, -0.12228499352931976, 0.17191793024539948, -0.18754300475120544, -0.1024525836110115, 0.09710972011089325, -0.059306006878614426, -0.20077243447303772, -0.26952922344207764, 0.11341723054647446, 0.44064387679100037, 0.16310997307300568, -0.15192796289920807, 0.11513762921094894, -0.10093355178833008, -0.0441911406815052, 0.15189622342586517, 0.11220615357160568, -0.05611089989542961, -0.04923441261053085, -0.10956209152936935, 0.0996161475777626, 0.2724185585975647, -0.026257691904902458, -0.08480430394411087, 0.2398647665977478, 0.07052818685770035, -0.03301878273487091, 0.08764563500881195, 0.05444445461034775, -0.11360140144824982, 0.05037786066532135, -0.13324400782585144, 0.0042030420154333115, 0.10549034178256989, -0.05558566004037857, 0.01934286393225193, 0.09686838090419769, -0.1583709865808487, 0.14583557844161987, -0.02909836359322071, -0.05606243759393692, -0.01098579354584217, -0.13098473846912384, -0.14580731093883514, 0.01931077614426613, 0.17942100763320923, -0.30825188755989075, 0.25136032700538635, 0.0957479476928711, 0.07891950011253357, 0.17053864896297455, 0.08465415984392166, 0.023471131920814514, 0.05163337290287018, -0.02976745180785656, -0.16597679257392883, -0.04339712858200073, 0.13775290548801422, -0.029653845354914665, 0.10341373085975647, 0.055439602583646774]"
Pedro Geromel,"[-0.14200806617736816, 0.12038187682628632, 0.05962365120649338, 0.05282072722911835, -0.14718469977378845, 0.027970831841230392, -0.09180983901023865, -0.07024403661489487, 0.08541949093341827, -0.02725246734917164, 0.2113645076751709, -0.02705865167081356, -0.20037224888801575, 0.03264448419213295, -0.009388655424118042, 0.12460349500179291, -0.07793442904949188, -0.1083829253911972, -0.08089379221200943, -0.14642871916294098, 0.08205845952033997, 0.061236489564180374, -0.07836593687534332, 0.07566867023706436, -0.2067885547876358, -0.31339672207832336, 0.013598607853055, -0.08716649562120438, 0.04210186377167702, -0.08979921042919159, -0.037766557186841965, 0.0010120089864358306, -0.15784721076488495, 0.008783387020230293, 0.026175865903496742, 0.09353877604007721, 0.027166739106178284, -0.004079250618815422, 0.158773273229599, 0.010272504761815071, -0.17245575785636902, 0.05335298553109169, 0.03707815706729889, 0.25007593631744385, 0.13294431567192078, 0.037947941571474075, 0.08994825184345245, -0.09279966354370117, 0.15022225677967072, -0.29248613119125366, 0.027685709297657013, 0.13533915579319, 0.03137857839465141, 0.03947201371192932, 0.041766997426748276, -0.211573526263237, -0.10947971791028976, 0.08177527785301208, -0.1864675134420395, 0.15617769956588745, 0.009884249418973923, -0.012585826218128204, -0.08880660682916641, -0.1513904482126236, 0.19161613285541534, 0.14434583485126495, -0.1460513174533844, -0.14240233600139618, 0.11552837491035461, -0.19396117329597473, -0.05724872648715973, 0.1322501301765442, -0.07366423308849335, -0.20175185799598694, -0.34356948733329773, 0.07729439437389374, 0.5017355680465698, 0.09525012224912643, -0.2444465160369873, -0.053868234157562256, -0.015387733466923237, -0.023240331560373306, 0.09484225511550903, 0.052928294986486435, -0.02362963743507862, -0.01520175114274025, -0.08039986342191696, 0.06790025532245636, 0.2928819954395294, 0.006124310195446014, -0.017585385590791702, 0.22131545841693878, 0.045447662472724915, 0.08036144822835922, -0.00472416914999485, 0.22152985632419586, -0.13727055490016937, -0.08969061821699142, -0.07602124661207199, -0.01264333538711071, 0.01199348084628582, -0.05392913520336151, 0.02479429915547371, 0.09407110512256622, -0.16429190337657928, 0.20333290100097656, -0.039559442549943924, -0.008259724825620651, -0.05939879268407822, 0.08105941861867905, -0.10318557173013687, -0.005878297612071037, 0.20082420110702515, -0.22918428480625153, 0.1586984544992447, 0.1860097199678421, 0.019413229078054428, 0.1309470683336258, 0.020018944516777992, 0.035612259060144424, -0.023659992963075638, 0.009955331683158875, -0.13796187937259674, -0.10835512727499008, -0.03718563914299011, -0.10815899819135666, -0.03194013610482216, 0.02960381656885147]"
Philippe Coutinho,"[-0.0878496840596199, 0.07251209020614624, 0.10008615255355835, -0.015190360136330128, -0.07491936534643173, -0.036297064274549484, -0.10472757369279861, -0.06201763451099396, 0.12378145754337311, -0.06189531087875366, 0.30539876222610474, -0.049820899963378906, -0.1306702345609665, -0.10627788305282593, -0.025676151737570763, 0.0708625391125679, -0.11410689353942871, -0.10910382866859436, -0.07943806052207947, -0.059790946543216705, 0.03506431356072426, -0.030087875202298164, 0.058044932782649994, 0.05804121494293213, -0.17961619794368744, -0.3014788031578064, -0.0572650283575058, -0.10672298073768616, 0.026619022712111473, -0.14038507640361786, -0.03612687438726425, 0.04916028678417206, -0.14709676802158356, -0.05846724659204483, -0.0332115963101387, 0.05767500400543213, -0.02705460414290428, -0.08221811801195145, 0.153100848197937, -0.011789239011704922, -0.14683552086353302, 0.12779824435710907, -0.042512793093919754, 0.3215043246746063, 0.2169097363948822, 0.022662252187728882, -0.01628877967596054, -0.020360469818115234, 0.10620655119419098, -0.2837520241737366, 0.04918534308671951, 0.1659259796142578, 0.06581661105155945, -0.015978652983903885, 0.14923354983329773, -0.06947144865989685, 0.01381150633096695, 0.10880254209041595, -0.1704367846250534, 0.0375063456594944, -0.0144090186804533, 0.047504328191280365, 0.04202939569950104, -0.15323926508426666, 0.19273699820041656, 0.1988823264837265, -0.09354231506586075, -0.07150957733392715, 0.10396386682987213, -0.09182140231132507, -0.08519545197486877, 0.0695442259311676, -0.1400194764137268, -0.17729607224464417, -0.27861469984054565, 0.014913097023963928, 0.3899672031402588, 0.17740893363952637, -0.24038319289684296, 0.028993956744670868, -0.08516532927751541, -0.002327681053429842, 0.025846876204013824, -0.02919495478272438, -0.11763684451580048, 0.013752734288573265, -0.11417920142412186, 0.0021580299362540245, 0.18282637000083923, 0.046799615025520325, -0.09069623798131943, 0.21991278231143951, 0.020741162821650505, -0.025964101776480675, 0.0907665565609932, -0.029584776610136032, -0.07876899838447571, -0.04506344348192215, -0.20334067940711975, -0.03788725286722183, 0.0007007066160440445, -0.08068293333053589, -0.03268641233444214, 0.08756769448518753, -0.20384249091148376, 0.14942483603954315, 0.028703849762678146, -0.0068905651569366455, -0.03006013296544552, 0.08187102526426315, -0.11652647703886032, 0.061482302844524384, 0.1441780924797058, -0.28489840030670166, 0.17643989622592926, 0.14052675664424896, 0.1703547239303589, 0.11717405915260315, 0.10024041682481766, -0.037893593311309814, -0.06368446350097656, 0.017731137573719025, -0.06656628847122192, -0.1061057448387146, -0.0031845360063016415, -0.029230942949652672, 0.09137064218521118, 0.08749125152826309]"
Renato Augusto,"[-0.20233584940433502, 0.09869763255119324, 0.08065421134233475, -0.0432266928255558, -0.03012792579829693, -0.08576565235853195, -0.05479666218161583, -0.011462926864624023, 0.15095610916614532, -0.06680969893932343, 0.14719484746456146, 0.015438559465110302, -0.2341664582490921, -0.04766694828867912, 0.0070071350783109665, 0.17136844992637634, -0.14857572317123413, -0.1460210680961609, -0.12196806818246841, -0.11443269997835159, 0.03013615496456623, -0.03282462805509567, -0.012775142677128315, -0.0018993625417351723, -0.188473641872406, -0.27032235264778137, -0.08375319093465805, -0.16357363760471344, -0.027633193880319595, -0.12391047924757004, 0.03392128273844719, -0.025866324082016945, -0.14376048743724823, -0.08791041374206543, 0.037434425204992294, 0.07760011404752731, -0.06192486360669136, -0.0716305673122406, 0.2639133930206299, -0.030383042991161346, -0.09463812410831451, 0.04442458599805832, 0.048782702535390854, 0.31099221110343933, 0.16568705439567566, -0.011779715307056904, 0.07356143742799759, -0.062252260744571686, 0.1763850450515747, -0.28572216629981995, 0.09466670453548431, 0.1152426227927208, 0.1360638439655304, 0.1882864087820053, 0.16225965321063995, -0.17953205108642578, 0.11543223261833191, 0.15322668850421906, -0.2500625252723694, 0.09930562227964401, 0.03885888680815697, 0.029931897297501564, 0.01984385773539543, 0.012476801872253418, 0.27440133690834045, 0.12387914210557938, -0.15239590406417847, -0.08379074931144714, 0.18092258274555206, -0.0772314965724945, 0.051896966993808746, 0.06595805287361145, -0.15371567010879517, -0.20059746503829956, -0.2774689793586731, 0.08514735102653503, 0.3370002806186676, 0.18326564133167267, -0.20218496024608612, -0.0472339391708374, -0.11306315660476685, -0.04427769035100937, 0.012011411599814892, 0.005765070673078299, -0.12824445962905884, -0.022517327219247818, -0.032958194613456726, 0.07103833556175232, 0.20467962324619293, 0.042407117784023285, -0.07129582017660141, 0.18495765328407288, 0.10730671882629395, -0.035099662840366364, 0.01982937753200531, 0.016643056645989418, -0.11556579917669296, -0.11469967663288116, -0.14726825058460236, 0.006186313461512327, -0.015630608424544334, -0.09304864704608917, -0.010752685368061066, 0.13120774924755096, -0.13490884006023407, 0.14247500896453857, 0.006448985077440739, -0.03297136723995209, -0.2049461156129837, 0.10046354681253433, -0.14470677077770233, 0.004910157062113285, 0.1253066211938858, -0.21659190952777863, 0.2368307113647461, 0.20459717512130737, 0.035216040909290314, 0.09600216150283813, 0.02517513930797577, -0.011499835178256035, -0.020395653322339058, 0.01868419349193573, -0.0744759663939476, -0.0514506921172142, 0.04274192452430725, 0.05803236365318298, 0.09035095572471619, 0.08584854751825333]"
